bioguide_id,full_name,party,office,state,district,senate_class,state_rank,terms_served,years_served,start_date,end_date,first_name,middle_name,last_name,birthdate,years_lived,gender,religion,thomas_id,govtrack_id,opensecrets_id,lis_id,votesmart_id,cspan_id,icpsr_id,fec_ids,latest_fec_id,updated_at
L000067,John Langdon,Republican,sen,NH,,3,,0,,1789-03-04 00:00:00,1801-03-03 00:00:00,John,,Langdon,1741-06-26,275.5,M,,,406576,,,,,5449,,,2016-10-13T15:13:41.622088
L000069,Odin Elsford Stanley Langen,Republican,rep,MN,7,,,8,199.21,1959-01-07 00:00:00,1971-01-03 00:00:00,Odin,Elsford Stanley,Langen,1913-01-05,103.8,M,,,406578,,,,,5451,,,2016-10-13T15:13:41.622088
L000070,William Langer,Republican,sen,ND,,1,,4,127.64,1941-01-03 00:00:00,1959-11-08 00:00:00,William,,Langer,1886-09-30,130.1,M,,,406579,,,,,5452,,,2016-10-13T15:13:41.622088
L000071,Jonathan Nicholas Langham,Republican,rep,PA,27,,,2,105.56,1909-03-15 00:00:00,1915-03-03 00:00:00,Jonathan,Nicholas,Langham,1861-08-04,155.3,M,,,406580,,,,,5453,,,2016-10-13T15:13:41.622088
L000072,John Wesley Langley,Republican,rep,KY,-1,,,16,741.18,1907-12-02 00:00:00,1927-03-04 00:00:00,John,Wesley,Langley,1868-01-14,148.8,M,,,406581,,,,,5454,,,2016-10-13T15:13:41.622088
L000073,Katherine Gudger Langley,Republican,rep,KY,10,,,0,,1927-12-05 00:00:00,1931-03-03 00:00:00,Katherine,Gudger,Langley,1888-02-14,128.7,F,,,406582,,,,,5455,,,2016-10-13T15:13:41.622088
L000074,John Mercer Langston,Republican,rep,VA,4,,,0,,1889-12-02 00:00:00,1891-03-03 00:00:00,John,Mercer,Langston,1829-12-14,187.0,M,,,406583,,,,,5456,,,2016-10-13T15:13:41.622088
L000076,Fritz Garland Lanham,Democrat,rep,TX,12,,,24,882.25,1919-05-19 00:00:00,1947-01-03 00:00:00,Fritz,Garland,Lanham,1880-01-03,136.9,M,,,406585,,,,,5458,,,2016-10-13T15:13:41.622088
L000077,Henderson Lovelace Lanham,Democrat,rep,GA,7,,,8,247.27,1947-01-03 00:00:00,1959-01-03 00:00:00,Henderson,Lovelace,Lanham,1888-09-14,128.2,M,,,406586,,,,,5459,,,2016-10-13T15:13:41.622088
L000078,Samuel Willis Tucker Lanham,Democrat,rep,TX,8,,,12,697.84,1883-12-03 00:00:00,1903-03-03 00:00:00,Samuel,Willis Tucker,Lanham,1846-07-04,170.4,M,,,406587,,,,,5460,,,2016-10-13T15:13:41.622088
L000079,Jay Ford Laning,Republican,rep,OH,14,,,0,,1907-12-02 00:00:00,1909-03-03 00:00:00,Jay,Ford,Laning,1853-05-15,163.5,M,,,406588,,,,,5461,,,2016-10-13T15:13:41.622088
L000080,Menalcus Lankford,Republican,rep,VA,2,,,0,,1929-04-15 00:00:00,1933-03-03 00:00:00,Menalcus,,Lankford,1883-03-14,133.7,M,,,406589,,,,,5462,,,2016-10-13T15:13:41.622088
L000081,Richard Estep Lankford,Democrat,rep,MD,5,,,6,167.38,1955-01-05 00:00:00,1965-01-03 00:00:00,Richard,Estep,Lankford,1914-07-22,102.3,M,,,406590,,,,,5463,,,2016-10-13T15:13:41.622088
L000082,William Chester Lankford,Democrat,rep,GA,11,,,10,431.96,1919-05-19 00:00:00,1933-03-03 00:00:00,William,Chester,Lankford,1877-12-07,138.9,M,,,406591,,,,,5464,,,2016-10-13T15:13:41.622088
L000083,James Lanman,Republican,sen,CT,,3,,0,,1819-12-06 00:00:00,1825-03-03 00:00:00,James,,Lanman,1767-06-14,249.5,M,,,406592,,,,,5465,,,2016-10-13T15:13:41.622088
L000084,William Mershon Lanning,Republican,rep,NJ,4,,,0,,1903-11-09 00:00:00,1905-03-03 00:00:00,William,Mershon,Lanning,1849-01-01,167.9,M,,,406593,,,,,5466,,,2016-10-13T15:13:41.622088
L000085,Frederick Lansing,Republican,rep,NY,22,,,0,,1889-12-02 00:00:00,1891-03-03 00:00:00,Frederick,,Lansing,1838-02-16,178.8,M,,,406594,,,,,5467,,,2016-10-13T15:13:41.622088
L000086,Gerrit Yates Lansing,Jackson,rep,NY,10,,,2,182.22,1831-12-05 00:00:00,1837-03-03 00:00:00,Gerrit,Yates,Lansing,1783-08-04,233.3,M,,,406595,,,,,5468,,,2016-10-13T15:13:41.622088
L000088,William Esselstyne Lansing,Republican,rep,NY,23,,,2,144.62,1861-07-04 00:00:00,1875-03-03 00:00:00,William,Esselstyne,Lansing,1821-12-29,194.9,M,,,406597,,,,,5470,,,2016-10-13T15:13:41.622088
L000089,William Courtland Lantaff,Democrat,rep,FL,4,,,0,,1951-01-03 00:00:00,1955-01-03 00:00:00,William,Courtland,Lantaff,1913-07-31,103.3,M,,,406598,,,,,5471,,,2016-10-13T15:13:41.622088
L000090,Tom Lantos,Democrat,rep,CA,12,,,24,141.33,1981-01-05 00:00:00,2008-02-11 00:00:00,Tom,,Lantos,1928-02-01,88.8,M,Jewish,00663,400231,N00007382,,26739,,14837,H0CA11022,H0CA11022,2016-10-13T15:13:41.622088
L000091,James Joseph Lanzetta,Democrat,rep,NY,20,,,0,,1933-03-09 00:00:00,1939-01-03 00:00:00,James,Joseph,Lanzetta,1894-12-21,121.9,M,,,406599,,,,,5472,,,2016-10-13T15:13:41.622088
L000092,Elbridge Gerry Lapham,Republican,sen,NY,,3,,4,272.51,1875-12-06 00:00:00,1885-03-03 00:00:00,Elbridge,Gerry,Lapham,1814-10-18,202.1,M,,,406600,,,,,5473,,,2016-10-13T15:13:41.622088
L000093,Oscar Lapham,Democrat,rep,RI,1,,,0,,1891-12-07 00:00:00,1895-03-03 00:00:00,Oscar,,Lapham,1837-06-29,179.4,M,,,406601,,,,,5474,,,2016-10-13T15:13:41.622088
L000094,John Laporte,Jackson,rep,PA,17,,,0,,1833-12-02 00:00:00,1837-03-03 00:00:00,John,,Laporte,1798-11-04,218.1,M,,,406602,,,,,5475,,,2016-10-13T15:13:41.622088
L000095,Henry Dominique Larcade,Democrat,rep,LA,7,,,6,203.46,1943-01-06 00:00:00,1953-01-03 00:00:00,Henry,Dominique,Larcade,1890-07-12,126.3,M,,,406603,,,,,5476,,,2016-10-13T15:13:41.622088
L000096,Steve Largent,Republican,rep,OK,1,,,6,51.44,1994-11-29 00:00:00,2002-02-15 00:00:00,Steve,,Largent,1954-09-28,62.1,M,,00664,400593,,,,,29554,,,2016-10-13T15:13:41.622088
L000097,Simon Larned,Republican,rep,MA,12,,,0,,1803-10-17 00:00:00,1805-03-03 00:00:00,Simon,,Larned,1753-08-03,263.4,M,,,406604,,,,,5477,,,2016-10-13T15:13:41.622088
L000098,Larry LaRocco,Democrat,rep,ID,1,,,0,,1991-01-03 00:00:00,1995-01-03 00:00:00,Larry,,LaRocco,1946-08-25,70.2,M,,00665,406605,,,26829,,29114,,,2016-10-13T15:13:41.622088
L000099,Charles Hathaway Larrabee,Democrat,rep,WI,3,,,0,,1859-12-05 00:00:00,1861-03-03 00:00:00,Charles,Hathaway,Larrabee,1820-11-09,196.1,M,,,406606,,,,,5478,,,2016-10-13T15:13:41.622088
L000100,William Henry Larrabee,Democrat,rep,IN,11,,,8,310.37,1931-12-07 00:00:00,1943-01-03 00:00:00,William,Henry,Larrabee,1870-02-21,146.7,M,,,406607,,,,,5479,,,2016-10-13T15:13:41.622088
L000101,Octaviano Ambrosio Larrazolo,Republican,sen,NM,,1,,0,,1928-01-01 00:00:00,1929-03-03 00:00:00,Octaviano,Ambrosio,Larrazolo,1859-12-07,157.0,M,,,406608,,,,,5480,,,2016-10-13T15:13:41.622088
L000102,Tulio Larrinaga,Unionist,rep,PR,0,,,2,108.9,1905-12-04 00:00:00,1911-03-03 00:00:00,Tulio,,Larrinaga,1847-01-15,169.9,M,,,406609,,,,,,,,2016-10-13T15:13:41.622088
L000103,William Washington Larsen,Democrat,rep,GA,12,,,12,518.79,1917-04-02 00:00:00,1933-03-03 00:00:00,William,Washington,Larsen,1871-08-12,145.3,M,,,406610,,,,,5482,,,2016-10-13T15:13:41.622088
L000104,Oscar John Larson,Republican,rep,MN,8,,,0,,1921-04-11 00:00:00,1925-03-03 00:00:00,Oscar,John,Larson,1871-05-20,145.5,M,,,406611,,,,,5483,,,2016-10-13T15:13:41.622088
L000105,Israel George Lash,Republican,rep,NC,5,,,0,,1867-03-04 00:00:00,1871-03-03 00:00:00,Israel,George,Lash,1810-08-18,206.3,M,,,406612,,,,,5485,,,2016-10-13T15:13:41.622088
L000106,Francis Rives Lassiter,Democrat,rep,VA,4,,,4,217.8,1899-12-04 00:00:00,1911-03-03 00:00:00,Francis,Rives,Lassiter,1866-02-18,150.8,M,,,406613,,,,,5486,,,2016-10-13T15:13:41.622088
L000107,George Robert Latham,Unconditional Unionist,rep,WV,2,,,0,,1865-12-04 00:00:00,1867-03-03 00:00:00,George,Robert,Latham,1832-03-09,184.7,M,,,406614,,,,,5487,,,2016-10-13T15:13:41.622088
L000108,Henry Jepson Latham,Republican,rep,NY,4,,,10,309.09,1945-01-03 00:00:00,1959-01-03 00:00:00,Henry,Jepson,Latham,1908-12-10,107.9,M,,,406615,,,,,5488,,,2016-10-13T15:13:41.622088
L000109,Louis Charles Latham,Democrat,rep,NC,1,,,0,,1881-12-05 00:00:00,1889-03-03 00:00:00,Louis,Charles,Latham,1840-09-11,176.2,M,,,406616,,,,,5489,,,2016-10-13T15:13:41.622088
L000110,Milton Slocum Latham,Democrat,sen,CA,,1,,0,,1853-12-05 00:00:00,1863-03-03 00:00:00,Milton,Slocum,Latham,1827-05-23,189.5,M,,,406617,,,,,5490,,,2016-10-13T15:13:41.622088
L000111,Tom Latham,Republican,rep,IA,3,,,16,46.19,1995-01-04 00:00:00,2015-01-03 00:00:00,Tom,P.,Latham,1948-07-14,68.3,M,Lutheran,00666,400234,N00004227,,22175,36609,29522,H4IA05102,H4IA05102,2016-10-13T15:13:41.622088
L000112,Samuel Lathrop,Adams,rep,MA,8,,,4,384.45,1819-12-06 00:00:00,1827-03-03 00:00:00,Samuel,,Lathrop,1772-05-01,244.6,M,,,406618,,,,,5491,,,2016-10-13T15:13:41.622088
L000113,William Lathrop,Republican,rep,IL,4,,,0,,1877-10-15 00:00:00,1879-03-03 00:00:00,William,,Lathrop,1825-04-17,191.6,M,,,406619,,,,,5492,,,2016-10-13T15:13:41.622088
L000114,Asbury Churchwell Latimer,Democrat,sen,SC,,3,,8,458.05,1893-08-07 00:00:00,1909-03-03 00:00:00,Asbury,Churchwell,Latimer,1851-07-31,165.3,M,,,406620,,,,,5493,,,2016-10-13T15:13:41.622088
L000115,Henry Latimer,Federalist,sen,DE,,1,,2,220.81,1793-12-02 00:00:00,1801-12-31 00:00:00,Henry,,Latimer,1752-04-24,264.6,M,,,406621,,,,,5494,,,2016-10-13T15:13:41.622088
L000116,Delbert Leroy Latta,Republican,rep,OH,5,,,26,413.11,1959-01-07 00:00:00,1989-01-03 00:00:00,Delbert,Leroy,Latta,1920-03-05,96.7,M,,00668,406622,,,,,5495,,,2016-10-13T15:13:41.622088
L000117,James Polk Latta,Democrat,rep,NE,3,,,0,,1909-03-15 00:00:00,1913-03-03 00:00:00,James,Polk,Latta,1844-10-31,172.1,M,,,406623,,,,,5496,,,2016-10-13T15:13:41.622088
L000118,William Lattimore,,rep,MS,-1,,,4,404.62,1803-10-17 00:00:00,1817-03-03 00:00:00,William,,Lattimore,1774-02-09,242.8,M,,,406624,,,,,,,,2016-10-13T15:13:41.622088
L000119,Gregory H. Laughlin,Republican,rep,TX,14,,,4,47.58,1989-01-03 00:00:00,1997-01-03 00:00:00,Gregory,H.,Laughlin,1942-01-21,74.8,M,,00669,406625,,,,,15611,,,2016-10-13T15:13:41.622088
L000120,John Laurance,Federalist,sen,NY,,3,,2,222.93,1789-03-04 00:00:00,1801-03-03 00:00:00,John,,Laurance,,,M,,,406626,,,,,5498,,,2016-10-13T15:13:41.622088
L000122,Frank John Lausche,Democrat,sen,OH,,3,,0,,1957-01-03 00:00:00,1969-01-03 00:00:00,Frank,John,Lausche,1895-11-14,121.0,M,,,406628,,,,,5500,,,2016-10-13T15:13:41.622088
L000123,Frank R. Lautenberg,Democrat,sen,NJ,,2,senior,6,42.33,1982-01-01 00:00:00,2013-06-03 00:00:00,Frank,R.,Lautenberg,1924-01-23,92.8,M,Jewish,01381,300064,N00000659,S166,53324,2515,14914,S2NJ00080,S2NJ00080,2016-10-13T15:13:41.622088
L000124,Charles Blakeslee Law,Republican,rep,NY,4,,,2,108.9,1905-12-04 00:00:00,1911-03-03 00:00:00,Charles,Blakeslee,Law,1872-02-05,144.8,M,,,406629,,,,,5501,,,2016-10-13T15:13:41.622088
L000125,John Law,Democrat,rep,IN,1,,,0,,1861-07-04 00:00:00,1865-03-03 00:00:00,John,,Law,1796-10-28,220.1,M,,,406630,,,,,5502,,,2016-10-13T15:13:41.622088
L000126,Lyman Law,Federalist,rep,CT,-1,,,2,202.32,1811-11-04 00:00:00,1817-03-03 00:00:00,Lyman,,Law,1770-08-19,246.3,M,,,406631,,,,,5503,,,2016-10-13T15:13:41.622088
L000128,Frank Lawler,Democrat,rep,IL,2,,,2,128.18,1885-12-07 00:00:00,1891-03-03 00:00:00,Frank,,Lawler,1842-06-25,174.4,M,,,406633,,,,,5505,,,2016-10-13T15:13:41.622088
L000129,Joab Lawler,Whig,rep,AL,3,,,0,,1835-12-07 00:00:00,1839-03-03 00:00:00,Joab,,Lawler,1796-06-12,220.5,M,,,406634,,,,,5506,,,2016-10-13T15:13:41.622088
L000130,Abbott Lawrence,Whig,rep,MA,1,,,0,,1835-12-07 00:00:00,1841-03-03 00:00:00,Abbott,,Lawrence,1792-12-16,224.0,M,,,406635,,,,,5507,,,2016-10-13T15:13:41.622088
L000131,Cornelius Van Wyck Lawrence,Jackson,rep,NY,3,,,0,,1833-12-02 00:00:00,1835-03-03 00:00:00,Cornelius,Van Wyck,Lawrence,1791-02-28,225.8,M,,,406636,,,,,5508,,,2016-10-13T15:13:41.622088
L000132,Effingham Lawrence,Democrat,rep,LA,1,,,0,,1873-12-01 00:00:00,1875-03-03 00:00:00,Effingham,,Lawrence,1820-03-02,196.7,M,,,406637,,,,,5509,,,2016-10-13T15:13:41.622088
L000133,George Pelton Lawrence,Republican,rep,MA,1,,,12,641.87,1897-03-15 00:00:00,1913-03-03 00:00:00,George,Pelton,Lawrence,1859-05-19,157.5,M,,,406638,,,,,5510,,,2016-10-13T15:13:41.622088
L000134,George Van Eman Lawrence,Republican,rep,PA,24,,,2,134.19,1865-12-04 00:00:00,1885-03-03 00:00:00,George,Van Eman,Lawrence,1818-11-13,198.0,M,,,406639,,,,,5511,,,2016-10-13T15:13:41.622088
L000135,Henry Franklin Lawrence,Republican,rep,MO,3,,,0,,1921-04-11 00:00:00,1923-03-03 00:00:00,Henry,Franklin,Lawrence,1868-01-31,148.8,M,,,406640,,,,,5512,,,2016-10-13T15:13:41.622088
L000136,John Watson Lawrence,Democrat,rep,NY,1,,,0,,1845-12-01 00:00:00,1847-03-03 00:00:00,John,Watson,Lawrence,,,M,,,406641,,,,,5513,,,2016-10-13T15:13:41.622088
L000137,Joseph Lawrence,Whig,rep,PA,21,,,2,176.73,1825-12-05 00:00:00,1843-03-03 00:00:00,Joseph,,Lawrence,,,M,,,406642,,,,,5514,,,2016-10-13T15:13:41.622088
L000138,Samuel Lawrence,,rep,NY,25,,,0,,1823-12-01 00:00:00,1825-03-03 00:00:00,Samuel,,Lawrence,1773-05-23,243.6,M,,,406643,,,,,5515,,,2016-10-13T15:13:41.622088
L000139,Sidney Lawrence,Democrat,rep,NY,15,,,0,,1847-12-06 00:00:00,1849-03-03 00:00:00,Sidney,,Lawrence,1801-12-31,214.9,M,,,406644,,,,,5516,,,2016-10-13T15:13:41.622088
L000140,William Lawrence,Republican,rep,OH,8,,,6,428.08,1865-12-04 00:00:00,1877-03-03 00:00:00,William,,Lawrence,1819-06-26,197.4,M,,,406646,,,,,5518,,,2016-10-13T15:13:41.622088
L000141,William Lawrence,Democrat,rep,OH,17,,,0,,1857-12-07 00:00:00,1859-03-03 00:00:00,William,,Lawrence,1814-09-02,202.2,M,,,406645,,,,,5517,,,2016-10-13T15:13:41.622088
L000142,William Thomas Lawrence,Whig,rep,NY,26,,,0,,1847-12-06 00:00:00,1849-03-03 00:00:00,William,Thomas,Lawrence,1788-05-07,228.6,M,,,406647,,,,,5519,,,2016-10-13T15:13:41.622088
L000143,Gilbert Lafayette Laws,Republican,rep,NE,2,,,0,,1889-12-02 00:00:00,1891-03-03 00:00:00,Gilbert,Lafayette,Laws,1838-03-11,178.7,M,,,406648,,,,,5520,,,2016-10-13T15:13:41.622088
L000144,John Daniel Lawson,Republican,rep,NY,8,,,0,,1873-12-01 00:00:00,1875-03-03 00:00:00,John,Daniel,Lawson,1816-02-18,200.8,M,,,406649,,,,,5521,,,2016-10-13T15:13:41.622088
L000145,John William Lawson,Democrat,rep,VA,2,,,0,,1891-12-07 00:00:00,1893-03-03 00:00:00,John,William,Lawson,1837-09-13,179.2,M,,,406650,,,,,5522,,,2016-10-13T15:13:41.622088
L000146,Thomas Graves Lawson,Democrat,rep,GA,8,,,2,122.18,1891-12-07 00:00:00,1897-03-03 00:00:00,Thomas,Graves,Lawson,1835-05-02,181.6,M,,,406651,,,,,5523,,,2016-10-13T15:13:41.622088
L000147,Thomas Lawyer,Republican,rep,NY,13,,,0,,1817-12-01 00:00:00,1819-03-03 00:00:00,Thomas,,Lawyer,1785-10-14,231.2,M,,,406652,,,,,5524,,,2016-10-13T15:13:41.622088
L000148,Paul Dominque Laxalt,Republican,sen,NV,,3,,0,,1974-01-01 00:00:00,1987-01-03 00:00:00,Paul,Dominque,Laxalt,1922-08-02,94.3,M,,01382,406653,,,,,14077,,,2016-10-13T15:13:41.622088
L000149,Alfred Morrison Lay,Democrat,rep,MO,7,,,0,,1879-03-18 00:00:00,1881-03-03 00:00:00,Alfred,Morrison,Lay,1836-05-20,180.5,M,,,406654,,,,,5525,,,2016-10-13T15:13:41.622088
L000150,George Washington Lay,Whig,rep,NY,29,,,0,,1833-12-02 00:00:00,1837-03-03 00:00:00,George,Washington,Lay,1798-07-26,218.4,M,,,406655,,,,,5526,,,2016-10-13T15:13:41.622088
L000151,Caleb Rodney Layton,Republican,rep,DE,0,,,0,,1919-05-19 00:00:00,1923-03-03 00:00:00,Caleb,Rodney,Layton,1851-09-08,165.2,M,,,406656,,,,,5527,,,2016-10-13T15:13:41.622088
L000152,Fernando Coello Layton,Democrat,rep,OH,4,,,2,122.18,1891-12-07 00:00:00,1897-03-03 00:00:00,Fernando,Coello,Layton,1847-04-11,169.6,M,,,406657,,,,,5528,,,2016-10-13T15:13:41.622088
L000153,Ladislas Lazaro,Democrat,rep,LA,-1,,,12,543.5,1913-04-07 00:00:00,1929-03-03 00:00:00,Ladislas,,Lazaro,1872-06-05,144.5,M,,,406658,,,,,5529,,,2016-10-13T15:13:41.622088
L000154,Jesse Lazear,Democrat,rep,PA,24,,,0,,1861-07-04 00:00:00,1865-03-03 00:00:00,Jesse,,Lazear,1804-12-12,212.0,M,,,406659,,,,,5530,,,2016-10-13T15:13:41.622088
L000155,Rick A. Lazio,Republican,rep,NY,2,,,4,39.56,1993-01-05 00:00:00,2001-01-03 00:00:00,Rick,A.,Lazio,1958-03-13,58.6,M,,00670,400594,,,,,29374,,,2016-10-13T15:13:41.622088
L000156,Francis Celeste Le Blond,Democrat,rep,OH,5,,,0,,1863-12-07 00:00:00,1867-03-03 00:00:00,Francis,Celeste,Le Blond,1821-02-14,195.8,M,,,406660,,,,,5550,,,2016-10-13T15:13:41.622088
L000157,Karl Miles Le Compte,Republican,rep,IA,4,,,16,494.53,1939-01-03 00:00:00,1959-01-03 00:00:00,Karl,Miles,Le Compte,1887-05-25,129.5,M,,,406661,,,,,5552,,,2016-10-13T15:13:41.622088
L000158,Jacob Le Fever,Republican,rep,NY,18,,,0,,1893-08-07 00:00:00,1897-03-03 00:00:00,Jacob,,Le Fever,1830-04-20,186.6,M,,,406662,,,,,5576,,,2016-10-13T15:13:41.622088
L000159,Benjamin Le Fevre,Democrat,rep,OH,5,,,4,265.08,1879-03-18 00:00:00,1887-03-03 00:00:00,Benjamin,,Le Fevre,1838-10-08,178.1,M,,,406663,,,,,5578,,,2016-10-13T15:13:41.622088
L000160,Frank Jacob Le Fevre,Republican,rep,NY,24,,,0,,1905-12-04 00:00:00,1907-03-03 00:00:00,Frank,Jacob,Le Fevre,1874-11-30,142.0,M,,,406664,,,,,5579,,,2016-10-13T15:13:41.622088
L000161,Jay Le Fevre,Republican,rep,NY,30,,,4,139.64,1943-01-06 00:00:00,1951-01-03 00:00:00,Jay,,Le Fevre,1893-09-06,123.2,M,,,406665,,,,,5580,,,2016-10-13T15:13:41.622088
L000162,John Valcoulon Le Moyne,Democrat,rep,IL,3,,,0,,1875-12-06 00:00:00,1877-03-03 00:00:00,John,Valcoulon,Le Moyne,1828-11-17,188.0,M,,,406666,,,,,5603,,,2016-10-13T15:13:41.622088
L000163,Clarence Frederick Lea,Democrat,rep,CA,1,,,28,1001.82,1917-04-02 00:00:00,1949-01-03 00:00:00,Clarence,Frederick,Lea,1874-07-11,142.4,M,,,406667,,,,,5531,,,2016-10-13T15:13:41.622088
L000164,Luke Lea,Jacksonian,rep,TN,3,,,0,,1833-12-02 00:00:00,1837-03-03 00:00:00,Luke,,Lea,1783-01-21,233.9,M,,,406668,,,,,5532,,,2016-10-13T15:13:41.622088
L000165,Luke Lea,Democrat,sen,TN,,1,,0,,1911-04-04 00:00:00,1917-03-03 00:00:00,Luke,,Lea,1879-04-12,137.6,M,,,406669,,,,,5533,,,2016-10-13T15:13:41.622088
L000166,Pryor Lea,Jackson,rep,TN,2,,,0,,1827-12-03 00:00:00,1831-03-03 00:00:00,Pryor,,Lea,1794-08-31,222.3,M,,,406670,,,,,5534,,,2016-10-13T15:13:41.622088
L000167,Anthony Claude Leach,Democrat,rep,LA,4,,,0,,1979-01-15 00:00:00,1981-01-03 00:00:00,Anthony,Claude,Leach,1934-03-30,82.6,M,,00671,406671,,,,,14640,,,2016-10-13T15:13:41.622088
L000168,De Witt Clinton Leach,Republican,rep,MI,4,,,0,,1857-12-07 00:00:00,1861-03-03 00:00:00,De,Witt Clinton,Leach,1822-11-23,194.0,M,,,406672,,,,,5535,,,2016-10-13T15:13:41.622088
L000169,James A. Leach,Republican,rep,IA,2,,,26,179.09,1977-01-04 00:00:00,2007-01-03 00:00:00,James,A.,Leach,1942-10-15,74.0,M,Episcopalian,00672,400236,N00004280,,,,14432,,,2016-10-13T15:13:41.622088
L000170,James Madison Leach,Democrat,rep,NC,5,,,2,144.21,1859-12-05 00:00:00,1875-03-03 00:00:00,James,Madison,Leach,1815-01-17,201.9,M,,,406673,,,,,5536,,,2016-10-13T15:13:41.622088
L000171,Robert Milton Leach,Republican,rep,MA,15,,,0,,1923-12-03 00:00:00,1925-03-03 00:00:00,Robert,Milton,Leach,1879-04-02,137.6,M,,,406674,,,,,5537,,,2016-10-13T15:13:41.622088
L000172,Daniel Parkhurst Leadbetter,Democrat,rep,OH,13,,,0,,1837-09-04 00:00:00,1841-03-03 00:00:00,Daniel,Parkhurst,Leadbetter,1797-09-10,219.2,M,,,406675,,,,,5538,,,2016-10-13T15:13:41.622088
L000173,Edward Laurence Leahy,Democrat,sen,RI,,1,,0,,1949-01-03 00:00:00,1951-01-03 00:00:00,Edward,Laurence,Leahy,1886-02-09,130.8,M,,,406676,,,,,5539,,,2016-10-13T15:13:41.622088
L000174,Patrick J. Leahy,Democrat,sen,VT,,3,senior,10,58.84,1975-01-14 00:00:00,2017-01-03 00:00:00,Patrick,J.,Leahy,1940-03-31,76.6,M,Roman Catholic,01383,300065,N00009918,S057,53353,1552,14307,S4VT00017,S4VT00017,2016-10-13T15:13:41.622088
L000175,Eugene Walter Leake,Democrat,rep,NJ,9,,,0,,1907-12-02 00:00:00,1909-03-03 00:00:00,Eugene,Walter,Leake,1877-07-13,139.3,M,,,406677,,,,,5540,,,2016-10-13T15:13:41.622088
L000176,Shelton Farrar Leake,Ind. Democrat,rep,VA,6,,,0,,1845-12-01 00:00:00,1861-03-03 00:00:00,Shelton,Farrar,Leake,1812-11-30,204.0,M,,,406678,,,,,5541,,,2016-10-13T15:13:41.622088
L000177,Walter Leake,Republican,sen,MS,,1,,0,,1817-12-01 00:00:00,1821-03-03 00:00:00,Walter,,Leake,1762-05-25,254.6,M,,,406679,,,,,5542,,,2016-10-13T15:13:41.622088
L000178,Amasa Learned,,rep,CT,-1,,,0,,1791-10-24 00:00:00,1795-03-03 00:00:00,Amasa,,Learned,1750-11-15,266.1,M,,,406680,,,,,5543,,,2016-10-13T15:13:41.622088
L000179,Cornelius Lawrence Ludlow Leary,Unionist,rep,MD,3,,,0,,1861-07-04 00:00:00,1863-03-03 00:00:00,Cornelius,Lawrence Ludlow,Leary,1813-10-22,203.1,M,,,406681,,,,,5544,,,2016-10-13T15:13:41.622088
L000180,James Marvin Leath,Democrat,rep,TX,11,,,8,119.15,1979-01-15 00:00:00,1991-01-03 00:00:00,James,Marvin,Leath,1931-05-06,85.5,M,,00673,406682,,,,,14641,,,2016-10-13T15:13:41.622088
L000181,Elmer O. Leatherwood,Republican,rep,UT,2,,,6,267.05,1921-04-11 00:00:00,1931-03-03 00:00:00,Elmer,O.,Leatherwood,1872-09-04,144.2,M,,,406683,,,,,5545,,,2016-10-13T15:13:41.622088
L000182,Elias Warner Leavenworth,Republican,rep,NY,25,,,0,,1875-12-06 00:00:00,1877-03-03 00:00:00,Elias,Warner,Leavenworth,1803-12-20,213.0,M,,,406684,,,,,5546,,,2016-10-13T15:13:41.622088
L000183,Humphrey Howe Leavitt,Jackson,rep,OH,19,,,2,184.22,1829-12-07 00:00:00,1835-03-03 00:00:00,Humphrey,Howe,Leavitt,1796-06-18,220.5,M,,,406685,,,,,5547,,,2016-10-13T15:13:41.622088
L000184,Scott Leavitt,Republican,rep,MT,2,,,6,258.46,1923-12-03 00:00:00,1933-03-03 00:00:00,Scott,,Leavitt,1879-06-16,137.4,M,,,406686,,,,,5548,,,2016-10-13T15:13:41.622088
L000185,Charles Henry Leavy,Democrat,rep,WA,5,,,2,77.82,1937-01-05 00:00:00,1943-01-03 00:00:00,Charles,Henry,Leavy,1884-02-16,132.7,M,,,406687,,,,,5549,,,2016-10-13T15:13:41.622088
L000186,Joseph Lecompte,Jackson,rep,KY,6,,,4,372.45,1825-12-05 00:00:00,1833-03-03 00:00:00,Joseph,,Lecompte,1797-12-15,219.0,M,,,406689,,,,,5551,,,2016-10-13T15:13:41.622088
L000187,Raymond Francis Lederer,Democrat,rep,PA,3,,,2,37.79,1977-01-04 00:00:00,1983-01-03 00:00:00,Raymond,Francis,Lederer,1938-05-19,78.5,M,,00675,406690,,,,,14434,,,2016-10-13T15:13:41.622088
L000189,Blair Lee,Democrat,sen,MD,,1,,0,,1914-01-01 00:00:00,1917-03-03 00:00:00,Blair,,Lee,1857-08-09,159.3,M,,,406692,,,,,5554,,,2016-10-13T15:13:41.622088
L000191,Frank Hood Lee,Democrat,rep,MO,-1,,,0,,1933-03-09 00:00:00,1935-01-03 00:00:00,Frank,Hood,Lee,1873-03-29,143.6,M,,,406694,,,,,5556,,,2016-10-13T15:13:41.622088
L000192,Gary Alcide Lee,Republican,rep,NY,33,,,0,,1979-01-15 00:00:00,1983-01-03 00:00:00,Gary,Alcide,Lee,1933-08-18,83.2,M,,00676,406695,,,,,14642,,,2016-10-13T15:13:41.622088
