Date,Lobbyist,Lobbyist_Firm,Amount,Lobbyist_Client
01/31/2011,"Gruwell, Chris",Platinum Advisors,$0.00,Nick Podell Inc.
06/01/2012,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,San Francisco Botanical Gardens
01/12/2014,"Lesser, Philip",Philip Lesser,$2500.00,Bay Bread Group
01/31/2010,"Gruwell, Chris",Platinum Advisors,$6000.00,Ameresco
11/01/2013,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,N. Ca Presbyterian Homes & Services
10/01/2013,"Lesser, Philip",Philip Lesser,$2000.00,Edwin Yuen
02/01/2010,"Clemens, Alex",Barbary Coast Consulting,$3500.00,Recology
11/01/2013,"Daniller-Katz, Gia",Daniller Consulting Inc.,$6000.00,Jfcs
05/22/2013,"Vettel, Steve",Farella Braun And Martel,$680.00,Walden Development Llc
02/29/2012,"Gruwell, Chris",Platinum Advisors,$0.00,Hdr
09/01/2010,"Smith, Kimberly",Kls Consulting,$5000.00,Safeway Inc
10/05/2011,"Sanders, Elizabeth",Ubs Global Asset Management (Americas) Inc.,$577.40,Ubs Global Asset Management (Americas) Inc.
07/01/2010,"Edgette, Frieda",Barbary Coast Consulting,$5000.00,California Music And Culture Association
11/30/2011,"Alberti, Adam","Singer Associates, Inc.",$15750.00,Bay To Breakers
08/31/2013,"Kincaid, Katie",Barbary Coast Consulting,$0.00,Walgreens
08/31/2010,"Gruwell, Chris",Platinum Advisors,$3000.00,Ameresco
03/31/2011,"Gruwell, Chris",Platinum Advisors,$5000.00,"Stv, Inc."
12/31/2013,"Peterson, Rich","Goodyear-Peterson, Llc",$4000.00,Presidio Heights Association Of Neighbors
03/31/2014,"Clemens, Alex",Barbary Coast Consulting,$0.00,Orchard Supply Hardware
04/01/2011,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,Maritz Wolff
08/01/2012,"Lesser, Philip",Philip Lesser,$2500.00,"Knowles, Jack"
01/31/2013,"Gruwell, Chris",Platinum Advisors,$0.00,Nick Podell Inc.
11/30/2013,"Clemens, Alex",Barbary Coast Consulting,$5000.00,"California Mortgage And Realty, Inc."
04/01/2011,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,San Francisco Arts Alliance
04/30/2013,"Gruwell, Chris",Platinum Advisors,$10000.00,Golden State Warriors
02/01/2010,"Smith, Kimberly",Kls Consulting,$5000.00,Safeway Inc
09/30/2011,"Gruwell, Chris",Platinum Advisors,$0.00,Hms Associates
08/31/2014,"Gruwell, Chris",Platinum Advisors,$0.00,California Beer & Beverage Distributors Association
09/30/2012,"Gruwell, Chris",Platinum Advisors,$5000.00,At&t
01/31/2010,"Wright, Christopher",Committee On Jobs,$125.00,Committee On Jobs
04/30/2013,"New, Janan",Sfaa,$1500.00,Dkr Partners
04/30/2013,"Rossi, Jaime",Barbary Coast Consulting,$0.00,California Pacific Medical Center
12/31/2012,"Gruwell, Chris",Platinum Advisors,$0.00,Koret Family House
06/15/2011,"Smolens, H. Marcia",Hms Associates,$15000.00,Parkmerced
04/03/2014,"Smolens, H. Marcia",Hms Associates,$12500.00,Sf Waterfront Partners
03/31/2011,"Gruwell, Chris",Platinum Advisors,$4000.00,Clear Channel Outdoor
01/31/2013,"Gruwell, Chris",Platinum Advisors,$2500.00,Supershuttle
02/01/2014,"Lapointe, Denise",Lapointe And Associates,$5000.00,Lennar Communities
01/31/2014,"Clemens, Alex",Barbary Coast Consulting,$0.00,Car2go
10/31/2011,"Gruwell, Chris",Platinum Advisors,$5000.00,Amec
06/02/2014,"Lauter, Samuel","Bmwl & Partners, Inc",$2000.00,Pacific Union Club
05/31/2012,"Clemens, Alex",Barbary Coast Consulting,$5000.00,"Paramount Group, Inc."
03/31/2012,"Gruwell, Chris",Platinum Advisors,$4000.00,Pfizer
03/31/2013,"Gregg, Andrew",Atg Consulting,$2000.00,Joe Harney
03/03/2014,"Lauter, Samuel","Bmwl & Partners, Inc",$15000.00,Equity Office
11/30/2011,"Tourk, Alex",Ground Floor Public Affairs,$4000.00,San Francisco Police Officer's Assoc.
06/29/2012,"Gruwell, Chris",Platinum Advisors,$5000.00,Veolia Water North America
10/31/2011,"Gruwell, Chris",Platinum Advisors,$0.00,Ameresco
02/28/2014,"Gruwell, Chris",Platinum Advisors,$7500.00,Trumark Commerical
01/31/2014,"Gruwell, Chris",Platinum Advisors,$3500.00,Brown And Caldwell
04/30/2014,"Gruwell, Chris",Platinum Advisors,$3000.00,Ufcw Western States Superfund
01/31/2011,"Gruwell, Chris",Platinum Advisors,$0.00,Wine Institute
01/22/2014,"Whidden, Joel","Bridgewater Associates, Lp",$262.50,"Bridgewater Associates, Lp"
08/16/2010,"Smolens, H. Marcia",Hms Associates,$10000.00,"Urban Realty Co., Inc."
11/30/2012,"Gruwell, Chris",Platinum Advisors,$5000.00,Parsons Brinkerhoff
02/29/2012,"Gruwell, Chris",Platinum Advisors,$0.00,Board Of Directors Of San Francisco Zoological Society
03/31/2014,"Rossi, Jaime",Barbary Coast Consulting,$5000.00,Walgreens
08/31/2012,"Gruwell, Chris",Platinum Advisors,$5000.00,"Stv, Inc."
10/31/2013,"Gruwell, Chris",Platinum Advisors,$4000.00,Tishman Speyer
03/31/2013,"Gruwell, Chris",Platinum Advisors,$3750.00,Clear Channel Outdoor
02/01/2011,"Lauter, Samuel","Barnes, Mosher, Whitehurst, Lauter And Partners, Inc.",$15500.00,"Mirant California, Llc"
03/31/2011,"Tourk, Alex",Ground Floor Public Affairs,$9000.00,California Pacific Medical Center
02/03/2014,"Lauter, Samuel","Bmwl & Partners, Inc",$2000.00,Pacific Union Club
09/01/2011,"Lauter, Samuel","Bmwl & Partners, Inc",$3750.00,N. Ca Presbyterian Homes & Services
07/31/2010,"Gruwell, Chris",Platinum Advisors,$3800.00,Accela
07/30/2011,"New, Janan",Sf Apartment Association,$2250.00,Academy Art University
06/30/2014,"Clemens, Alex",Barbary Coast Consulting,$0.00,Jewish Home
07/01/2013,"Daniller-Katz, Gia",Daniller Consulting Inc.,$5000.00,Jpmorgan Chase
04/30/2012,"Gruwell, Chris",Platinum Advisors,$5000.00,Veolia Water North America
06/30/2011,"Kaufman, Jon",Solem & Associates,$5000.00,Neighbors Of 800 Presidio/roger Miles
11/30/2010,"Gruwell, Chris",Platinum Advisors,$0.00,Beer Institute
06/30/2013,"Clemens, Alex",Barbary Coast Consulting,$0.00,"Paramount Group, Inc."
03/31/2013,"Gruwell, Chris",Platinum Advisors,$5000.00,At&t
05/01/2014,"Garland, Marsha",Marsha Garland Public Relations,$1000.00,Legend Billiard Hall
02/01/2012,"Smolens, H. Marcia",Hms Associates,$9000.00,Serco Inc.
08/31/2013,"Gruwell, Chris",Platinum Advisors,$2500.00,Mark Cavagnero Associates
08/01/2010,"Smiley, Libby",Barbary Coast Consulting,$0.00,Walgreens
09/01/2012,"Lauter, Samuel","Bmwl & Partners, Inc",$15000.00,Equity Office
08/01/2012,"Yaki, Michael",Michael Yaki,$6500.00,"Rescue Air Systems, Inc."
06/30/2011,"Rossi, Jaime",Barbary Coast Consulting,$0.00,California Music And Culture Association
08/01/2010,"Rossi, Jaime",Barbary Coast Consulting,$5000.00,Walgreens
11/30/2013,"Gruwell, Chris",Platinum Advisors,$0.00,"Wine & Spirits Wholesalers Of California, Inc."
05/31/2011,"Gruwell, Chris",Platinum Advisors,$2500.00,Supershuttle
08/21/2012,"Newman, John",John Newman,$863.00,New South Parking
01/06/2012,"Smolens, H. Marcia",Hms Associates,$6500.00,Fresh & Easy Neighborhood Market
10/01/2011,"Lapointe, Denise",Self,$10000.00,Lennar Communities
05/01/2013,"Lesser, Philip",Philip Lesser,$2500.00,Jack Spade
05/31/2014,"Gruwell, Chris",Platinum Advisors,$1000.00,Shn
10/27/2010,"Vettel, Steve",Farella Braun And Martel,$300.00,Nick Podell Company
04/30/2014,"Nayman, Nathan",Visa,$240.00,"Visa, Inc"
09/30/2012,"Gruwell, Chris",Platinum Advisors,$12500.00,Airbnb
07/31/2012,"Rossi, Jaime",Barbary Coast Consulting,$0.00,California Music And Culture Association
05/02/2014,"Lauter, Samuel","Bmwl & Partners, Inc",$15000.00,Equity Office
03/03/2010,"Smolens, H. Marcia",Hms Associates,$10000.00,"Csdc Systems, Inc."
01/14/2014,"Rutland, Patty-Jo",Patty-Jo Rutland Consulting Llc,$6500.00,Uber
03/01/2012,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,San Francisco Botanical Gardens
04/30/2014,"Gruwell, Chris",Platinum Advisors,$2500.00,Supershuttle
11/30/2013,"Gruwell, Chris",Platinum Advisors,$2000.00,Boston Properties Limited Partnership
11/30/2013,"Clemens, Alex",Barbary Coast Consulting,$0.00,Jewish Home
09/30/2013,"Gruwell, Chris",Platinum Advisors,$7500.00,Webcor Builders
05/31/2014,"Symonds, Stephen","Pershing Square Capital Management, L.p.",$206.10,"Pershing Square Capital Management, L.p."
12/31/2013,"Guehring, Ross",Barbary Coast Consulting,$0.00,Kaiser Permanente
06/01/2013,"Lesser, Philip",Philip Lesser,$2500.00,"Knowles, Jack"
11/01/2011,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,San Francisco Arts Alliance
06/13/2013,"Gladstone, Brett",Hanson Bridgett Llp,$9698.50,Victor Vitlin
11/15/2011,"Smolens, H. Marcia",Hms Associates,$3000.00,Wilson Meany Sullivan
04/01/2013,"Yaki, Michael",Michael Yaki,$5000.00,"Rescue Air Systems, Inc."
05/31/2012,"Rossi, Jaime",Barbary Coast Consulting,$250.00,California Music And Culture Association
10/01/2010,"Clemens, Alex",Barbary Coast Consulting,$0.00,San Francisco Hospital Council
08/31/2014,"Clemens, Alex",Barbary Coast Consulting,$0.00,San Francisco Giants
06/30/2011,"Gruwell, Chris",Platinum Advisors,$5000.00,Parsons Brinkerhoff
12/31/2013,"Gruwell, Chris",Platinum Advisors,$2500.00,Recology
11/30/2013,"Gruwell, Chris",Platinum Advisors,$0.00,California Beer & Beverage Distributors Association
08/01/2012,"Lauter, Samuel","Bmwl & Partners, Inc",$3750.00,N. Ca Presbyterian Homes & Services
07/31/2010,"Gruwell, Chris",Platinum Advisors,$10000.00,Waste Management Corporation
04/30/2014,"Gruwell, Chris",Platinum Advisors,$0.00,San Francisco Fire Fighters Local 798
10/31/2011,"Gruwell, Chris",Platinum Advisors,$0.00,Atkins
06/01/2011,"Lauter, Samuel","Barnes, Mosher, Whitehurst, Lauter And Partners, Inc.",$7500.00,San Francisco Botanical Gardens
04/30/2012,"Gruwell, Chris",Platinum Advisors,$5000.00,Amec
05/02/2012,"Smolens, H. Marcia",Hms Associates,$12500.00,Sf Waterfront Partners
02/01/2011,"Lauter, Samuel","Barnes, Mosher, Whitehurst, Lauter And Partners, Inc.",$3750.00,N. Ca Presbyterian Homes & Services
03/04/2013,"Lauter, Samuel","Bmwl & Partners, Inc",$5000.00,"Mirant California, Llc"
06/16/2011,"Vettel, Steve",Farella Braun And Martel,$126.00,Willis
08/03/2010,"Smolens, H. Marcia",Hms Associates,$7000.00,"Comcast Cable Communications, Inc."
03/31/2012,"Gruwell, Chris",Platinum Advisors,$3750.00,Clear Channel Outdoor
03/31/2012,"Kaufman, Jon",Solem & Associates,$12500.00,"Airis Holdings, Llc"
03/04/2013,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,American Beverage Association
04/02/2010,"Smolens, H. Marcia",Hms Associates,$15000.00,Ctia - The Wireless Association
10/31/2013,"Clemens, Alex",Barbary Coast Consulting,$4000.00,Sf Spca
06/02/2011,"Smolens, H. Marcia",Hms Associates,$6500.00,Fresh & Easy Neighborhood Market
08/01/2011,"Lauter, Samuel","Barnes, Mosher, Whitehurst, Lauter And Partners, Inc.",$7500.00,San Francisco Arts Alliance
03/01/2013,"Lesser, Philip",Philip Lesser,$2500.00,"Knowles, Jack"
12/31/2010,"Gruwell, Chris",Platinum Advisors,$0.00,Wine Institute
05/31/2012,"Gruwell, Chris",Platinum Advisors,$3000.00,"United Food And Commercial Workers, Local 5"
01/31/2010,"Gruwell, Chris",Platinum Advisors,$2500.00,Pma Consultants
02/28/2013,"Gruwell, Chris",Platinum Advisors,$2500.00,The Drc Group
10/01/2010,"Smolens, H. Marcia",Hms Associates,$5000.00,Acs Government Solutions
08/31/2014,"Smith, Alexis",Barbary Coast Consulting,$0.00,Rag & Bone
04/03/2012,"Smolens, H. Marcia",Hms Associates,$6000.00,Pier 39
01/27/2012,"Casale, Alexander A.","Audax Management Company, Llc And Its Subsidiary Audax Management Company (Ny), Llc",$25.00,"Audax Management Company, Llc And Its Subsidiary Audax Management Company (Ny), Llc"
02/28/2013,"Gruwell, Chris",Platinum Advisors,$0.00,Stanley's Steamers
08/31/2011,"Gregg, Andrew",Atg Consulting,$2000.00,David W. Allen Family Trust
08/30/2013,"Cassolato, Stefano",Self,$5000.00,San Francisco Montessori Academy
08/30/2013,"Cassolato, Stefano",Self,$5000.00,San Francisco Montessori Academy
08/02/2010,"Lauter, Samuel","Barnes, Mosher, Whitehurst, Lauter And Partners, Inc.",$7500.00,Maritz Wolff
10/31/2011,"Gruwell, Chris",Platinum Advisors,$0.00,"Ferry Building Associates, Llc; Ferry Building Investors, Llc"
06/30/2011,"Lesser, Philip",Philip Lesser,$1000.00,Tracy Scott
12/04/2012,"Smolens, H. Marcia",Hms Associates,$12500.00,Sf Waterfront Partners
09/01/2012,"Lapointe, Denise",Lapointe And Associates,$2250.00,Protect Our Benefits
09/01/2012,"Lapointe, Denise",Lapointe And Associates,$2250.00,Protect Our Benefits
09/01/2012,"Lapointe, Denise",Lapointe And Associates,$2250.00,Protect Our Benefits
09/01/2012,"Lapointe, Denise",Lapointe And Associates,$2250.00,Protect Our Benefits
09/01/2012,"Lapointe, Denise",Lapointe And Associates,$2250.00,Protect Our Benefits
08/31/2012,"Gruwell, Chris",Platinum Advisors,$0.00,Koret Family House
06/30/2014,"Wright, Christopher",Committee On Jobs,$373.50,Committee On Jobs
04/30/2013,"Gruwell, Chris",Platinum Advisors,$2500.00,Supershuttle
07/31/2013,"Gruwell, Chris",Platinum Advisors,$3000.00,Golub
07/31/2010,"Gruwell, Chris",Platinum Advisors,$7500.00,Oracle
01/31/2012,"Clemens, Alex",Barbary Coast Consulting,$5000.00,"Paramount Group, Inc."
03/03/2010,"Smolens, H. Marcia",Hms Associates,$2500.00,Fresh & Easy Neighborhood Market
03/31/2011,"Gruwell, Chris",Platinum Advisors,$0.00,Redflex
07/02/2012,"Lauter, Samuel","Bmwl & Partners, Inc",$2000.00,Pacific Union Club
08/31/2014,"Gruwell, Chris",Platinum Advisors,$0.00,Oceana
12/31/2011,"Rossi, Jaime",Barbary Coast Consulting,$0.00,Orange Barrel Media
08/31/2011,"Gruwell, Chris",Platinum Advisors,$0.00,"United Food And Commercial Workers, Local 5"
04/30/2014,"Isbell, Reese",Baybio,$400.00,Baybio
06/03/2013,"Lauter, Samuel","Bmwl & Partners, Inc",$2000.00,Pacific Union Club
06/02/2011,"Smolens, H. Marcia",Hms Associates,$7000.00,"Comcast Cable Communications, Inc."
01/07/2010,"Smolens, H. Marcia",Hms Associates,$15000.00,Millennium Partners
01/01/2014,"Peterson, Rich","Goodyear-Peterson, Llc",$10000.00,Integral Development Llc
07/01/2012,"Lapointe, Denise",Lapointe And Associates,$5000.00,Lennar Communities
09/01/2012,"Yaki, Michael",Michael Yaki,$6500.00,"Rescue Air Systems, Inc."
07/31/2014,"Gruwell, Chris",Platinum Advisors,$3000.00,Ufcw Western States Superfund
03/31/2010,"Wright, Christopher",Committee On Jobs,$293.00,Committee On Jobs
10/31/2011,"Gruwell, Chris",Platinum Advisors,$5000.00,Black & Veatch
02/28/2013,"Gruwell, Chris",Platinum Advisors,$0.00,Foster Interstate Media Inc.
07/31/2013,"Gruwell, Chris",Platinum Advisors,$15000.00,Aecom
08/01/2012,"Smith, Kimberly",Kls Consulting,$4000.00,De Anza Properties
05/01/2010,"Smith, Kimberly",Kls Consulting,$4000.00,De Anza Properties
10/31/2010,"Gruwell, Chris",Platinum Advisors,$0.00,Ch2m-Hill
04/30/2013,"New, Janan",Sfaa,$7500.00,Sfaa
04/17/2014,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$5500.00,One Medical Group
03/31/2014,"Gruwell, Chris",Platinum Advisors,$10000.00,Golden State Warriors
12/31/2013,"Loeven, Lewis",Self,$7500.00,Harris Corporation
07/31/2012,"Gruwell, Chris",Platinum Advisors,$3000.00,Microsoft Corporation
10/31/2013,"Gruwell, Chris",Platinum Advisors,$3000.00,Microsoft Corporation
04/30/2010,"Gruwell, Chris",Platinum Advisors,$3000.00,Zipcar
03/01/2011,"Daniller-Katz, Gia",Daniller Consulting Inc.,$6000.00,Jfcs
03/31/2012,"Gruwell, Chris",Platinum Advisors,$0.00,United Food & Commercial Workers Local 648
05/31/2012,"Gruwell, Chris",Platinum Advisors,$0.00,Wine Institute
09/30/2011,"Gruwell, Chris",Platinum Advisors,$0.00,"United Food And Commercial Workers, Local 5"
01/31/2011,"Gruwell, Chris",Platinum Advisors,$0.00,California Beer & Beverage Distributors Association
07/01/2010,"New, Janan",Sf Apartment Association,$7500.00,Sfaa
01/31/2014,"Clemens, Alex",Barbary Coast Consulting,$0.00,Orchard Supply Hardware
02/01/2012,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,American Beverage Association
03/31/2011,"Rossi, Jaime",Barbary Coast Consulting,$0.00,Walgreens
05/01/2013,"Lauter, Samuel","Bmwl & Partners, Inc",$2000.00,Pacific Union Club
07/02/2013,"Lauter, Samuel","Bmwl & Partners, Inc",$2500.00,Mcdonald's
10/31/2013,"New, Janan",Sfaa,$1500.00,Dkr Partners
09/30/2012,"Gruwell, Chris",Platinum Advisors,$2000.00,Envista
02/28/2011,"Gruwell, Chris",Platinum Advisors,$5000.00,Pbs&j
04/01/2010,"Breslin, Patricia",Hotel Council Of San Francisco,$330.00,Hotel Council Of San Francisco
03/31/2014,"Gruwell, Chris",Platinum Advisors,$1500.00,1140 Folsom Llc
02/28/2014,"Rossi, Jaime",Barbary Coast Consulting,$9150.00,San Francisco Federal Credit Union
03/31/2014,"Davis, Evette",Bergdavis Public Affairs,$3025.00,"Nike, Inc."
07/31/2014,"Gladstone, Brett",Hanson Bridgett Llp,$5403.50,Migsif Llc
03/31/2014,"Gruwell, Chris",Platinum Advisors,$0.00,Nick Podell Inc.
02/01/2014,"Nayman, Nathan",Visa,$60.00,"Visa, Inc"
03/31/2011,"Lauter, Samuel","Barnes, Mosher, Whitehurst, Lauter And Partners, Inc.",$10000.00,Bay West  Group
02/19/2010,"Lauter, Samuel","Barnes, Mosher, Whitehurst, Lauter And Partners, Inc.",$22500.00,Maritz Wolff
06/30/2011,"Gruwell, Chris",Platinum Advisors,$0.00,"United Food And Commercial Workers, Local 5"
08/31/2012,"Gruwell, Chris",Platinum Advisors,$0.00,Board Of Directors Of San Francisco Zoological Society
12/31/2010,"Gruwell, Chris",Platinum Advisors,$5000.00,Pfizer
09/01/2010,"Smith, Kimberly",Kls Consulting,$4000.00,De Anza Properties
02/01/2011,"Berg, Natalie",Nkb Strategies,$4000.00,Forest City Development San Francisco
02/01/2011,"Berg, Natalie",Nkb Strategies,$4000.00,Forest City Development San Francisco
02/28/2011,"Gruwell, Chris",Platinum Advisors,$2500.00,Pma Consultants
02/28/2014,"Gruwell, Chris",Platinum Advisors,$2000.00,Boston Properties Limited Partnership
02/29/2012,"Rossi, Jaime",Barbary Coast Consulting,$700.00,California Pacific Medical Center
03/01/2010,"Smith, Kimberly",Kls Consulting,$5000.00,Safeway Inc
05/31/2013,"Guehring, Ross",Barbary Coast Consulting,$0.00,Google
04/30/2010,"Gruwell, Chris",Platinum Advisors,$5000.00,Pfizer
04/30/2014,"Gruwell, Chris",Platinum Advisors,$7500.00,Trumark Commerical
11/30/2012,"Gruwell, Chris",Platinum Advisors,$0.00,Nick Podell Inc.
01/31/2011,"Gruwell, Chris",Platinum Advisors,$6000.00,Microsoft Corporation
09/30/2012,"Gruwell, Chris",Platinum Advisors,$2500.00,San Francisco Parking Association
05/01/2012,"Lesser, Philip",Philip Lesser,$2500.00,Robert & Ling Ling Randles
05/31/2011,"Gruwell, Chris",Platinum Advisors,$4000.00,Clear Channel Outdoor
03/22/2011,"Newman, John",John Newman,$897.00,New South Parking
09/01/2010,"Smolens, H. Marcia",Hms Associates,$12500.00,Sf Waterfront Partners
08/31/2010,"Gruwell, Chris",Platinum Advisors,$0.00,"Ferry Building Associates, Llc; Ferry Building Investors, Llc"
03/31/2013,"Guehring, Ross",Barbary Coast Consulting,$0.00,Google
07/31/2011,"Gruwell, Chris",Platinum Advisors,$4000.00,Clear Channel Outdoor
02/28/2013,"Gruwell, Chris",Platinum Advisors,$5000.00,Lion Enterprises
10/31/2013,"Rossi, Jaime",Barbary Coast Consulting,$5000.00,Walgreens
12/01/2011,"Lauter, Samuel","Bmwl & Partners, Inc",$15000.00,Equity Office
02/28/2014,"Gruwell, Chris",Platinum Advisors,$0.00,San Francisco Fire Fighters Local 798
02/28/2011,"Gruwell, Chris",Platinum Advisors,$5000.00,Pfizer
11/02/2011,"Smolens, H. Marcia",Hms Associates,$15000.00,America's Cup Event Authority Llc
04/05/2011,"Smolens, H. Marcia",Hms Associates,$5000.00,Dfs Group Limited
12/03/2012,"Lauter, Samuel","Bmwl & Partners, Inc",$3750.00,N. Ca Presbyterian Homes & Services
07/31/2013,"Clemens, Alex",Barbary Coast Consulting,$0.00,San Francisco Giants
02/28/2011,"Edgette, Frieda",Barbary Coast Consulting,$2000.00,California Music And Culture Association
07/31/2014,"Gruwell, Chris",Platinum Advisors,$3000.00,Wasserman Media Group
07/31/2014,"Isbell, Reese",Baybio,$400.00,Baybio
10/31/2010,"Gruwell, Chris",Platinum Advisors,$0.00,Nick Podell Inc.
03/01/2011,"Lauter, Samuel","Barnes, Mosher, Whitehurst, Lauter And Partners, Inc.",$3750.00,N. Ca Presbyterian Homes & Services
10/31/2011,"Gruwell, Chris",Platinum Advisors,$7500.00,Webcor Builders
07/07/2011,"Smolens, H. Marcia",Hms Associates,$5000.00,Dfs Group Limited
05/31/2013,"Gruwell, Chris",Platinum Advisors,$2000.00,Trumark Commerical
06/30/2013,"Rossi, Jaime",Barbary Coast Consulting,$0.00,Apic
12/31/2012,"Gruwell, Chris",Platinum Advisors,$3750.00,Clear Channel Outdoor
10/31/2013,"Gruwell, Chris",Platinum Advisors,$5000.00,Black & Veatch
07/13/2010,"Newman, John",John Newman,$12500.00,New South Parking
10/07/2011,"Newman, John",John Newman,$1132.00,New South Parking
07/31/2013,"Gruwell, Chris",Platinum Advisors,$0.00,Stanley Steamer
09/01/2010,"Rossi, Jaime",Barbary Coast Consulting,$2625.00,San Francisco Carts And Concessions
03/30/2010,"Newman, John",John Newman,$1731.00,New South Parking
06/01/2014,"Lapointe, Denise",Lapointe And Associates,$1500.00,Protect Our Benefits
04/30/2014,"Gruwell, Chris",Platinum Advisors,$4250.00,Clear Channel Outdoor
10/31/2012,"Gruwell, Chris",Platinum Advisors,$2500.00,Pacific Gateway
07/31/2013,"Gruwell, Chris",Platinum Advisors,$3000.00,Zipcar
03/25/2010,"Noto, Frank",Gca Strategies,$21100.00,"Aegon Usa Realty Advisors, Llc"
12/31/2011,"Gruwell, Chris",Platinum Advisors,$3800.00,Accela
10/01/2013,"Smolens, H. Marcia",Hms Associates,$10000.00,Forest City
06/30/2011,"Lesser, Philip",Philip Lesser,$1500.00,Jamis Macniven
09/30/2011,"Gruwell, Chris",Platinum Advisors,$7500.00,Webcor Builders
11/30/2013,"New, Janan",Sfaa,$1500.00,Veritas Real Estate Investment
11/30/2013,"New, Janan",Sfaa,$1500.00,Veritas Real Estate Investment
11/01/2013,"Daniller-Katz, Gia",Daniller Consulting Inc.,$5000.00,Jpmorgan Chase
02/28/2013,"Gruwell, Chris",Platinum Advisors,$3500.00,Brown And Caldwell
02/28/2014,"Gruwell, Chris",Platinum Advisors,$0.00,Nick Podell Inc.
12/31/2010,"Gruwell, Chris",Platinum Advisors,$4000.00,Clear Channel Outdoor
03/31/2013,"Tourk, Alex",Ground Floor Public Affairs,$5000.00,University High School
05/02/2012,"Smolens, H. Marcia",Hms Associates,$1000.00,Dfs Group Limited
08/31/2013,"Gruwell, Chris",Platinum Advisors,$2500.00,Supershuttle
07/31/2010,"Gruwell, Chris",Platinum Advisors,$5000.00,Shaw Group
08/31/2011,"Smiley, Libby",Barbary Coast Consulting,$5000.00,Coda Automotive
04/02/2013,"Smolens, H. Marcia",Hms Associates,$5000.00,"Xerox Business Services, Llc And Its Affiliates"
06/01/2011,"Smith, Kimberly",Kls Consulting,$5000.00,Safeway Inc
08/31/2014,"Polacci, Bert",Public Advocacy Partners,$1500.00,Dkr Partners
03/31/2010,"Gruwell, Chris",Platinum Advisors,$7500.00,At&t
10/07/2011,"Vettel, Steve",Farella Braun And Martel,$630.00,San Francisco Museum Of Modern Art
06/30/2014,"New, Janan",Sfaa,$1500.00,Veritas Real Estate Investment
08/31/2010,"Gruwell, Chris",Platinum Advisors,$0.00,Distilled Spirits Council Of The Us
07/02/2013,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,American Beverage Association
01/31/2013,"Gruwell, Chris",Platinum Advisors,$0.00,United Food & Commercial Workers Local 648
07/01/2014,"Daniller-Katz, Gia",Daniller Consulting Inc.,$6000.00,Jfcs
03/01/2010,"Lauter, Samuel","Barnes, Mosher, Whitehurst, Lauter And Partners, Inc.",$10000.00,San Francisco Botanical Gardens
12/31/2010,"Tourk, Alex",Ground Floor Public Affairs,$2500.00,Community Housing Partnership
07/31/2013,"Tourk, Alex",Ground Floor Public Affairs,$20000.00,Sfciti: San Francisco Citizens Initiative For Technology And Innovation
02/01/2014,"Smith, Kimberly",Kls Consulting,$4000.00,De Anza Properties
12/02/2013,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,San Francisco Arts Alliance
01/01/2012,"Smith, Kimberly",Kls Consulting,$5000.00,Safeway Inc
06/30/2012,"Clemens, Alex",Barbary Coast Consulting,$0.00,California Pacific Medical Center
07/31/2010,"Gruwell, Chris",Platinum Advisors,$0.00,Distilled Spirits Council Of The Us
03/31/2012,"Rossi, Jaime",Barbary Coast Consulting,$5000.00,Walgreens
06/02/2011,"Winslow, Jane",Jane Winslow,$4500.00,Demitry Margusov
11/02/2012,"Smolens, H. Marcia",Hms Associates,$1000.00,Dfs Group Limited
04/04/2014,"Lauter, Samuel","Bmwl & Partners, Inc",$2000.00,Pacific Union Club
01/17/2011,"Smolens, H. Marcia",Hms Associates,$3000.00,Wilson Meany Sullivan
04/30/2014,"Gruwell, Chris",Platinum Advisors,$0.00,California Beer & Beverage Distributors Association
05/31/2013,"Rossi, Jaime",Barbary Coast Consulting,$2500.00,Adco
08/31/2013,"Gruwell, Chris",Platinum Advisors,$5000.00,Ips
06/30/2014,"Gruwell, Chris",Platinum Advisors,$5000.00,University Of San Francisco
04/02/2013,"Smolens, H. Marcia",Hms Associates,$6000.00,Pier 39
05/02/2014,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,American Beverage Association
08/02/2013,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,San Francisco Arts Alliance
06/29/2012,"Gruwell, Chris",Platinum Advisors,$20000.00,Recology
06/30/2010,"Gruwell, Chris",Platinum Advisors,$2500.00,Boston Properties Limited Partnership
01/04/2013,"Lauter, Samuel","Bmwl & Partners, Inc",$3000.00,San Francisco Botanical Gardens
06/30/2014,"Gruwell, Chris",Platinum Advisors,$2500.00,Shorenstein
05/31/2013,"Clemens, Alex",Barbary Coast Consulting,$5000.00,Car2go
11/30/2013,"Smith, Alexis",Barbary Coast Consulting,$0.00,Rag & Bone
