bioguide_id,full_name,party,office,state,district,senate_class,state_rank,terms_served,years_served,start_date,end_date,first_name,middle_name,last_name,birthdate,gender,religion,thomas_id,govtrack_id,opensecrets_id,lis_id,votesmart_id,cspan_id,icpsr_id,fec_ids,latest_fec_id,updated_at
J000096,John Jennings,Republican,rep,TN,2,,,8,75.89,1939-01-03 00:00:00,1951-01-03 00:00:00,John,,Jennings,1880-06-06,M,,,405998,,,,,4925,,,2016-11-08T05:25:34.057249
J000097,Jonathan Jennings,,rep,IN,2,,,14,196.92,1809-05-22 00:00:00,1831-03-03 00:00:00,Jonathan,,Jennings,,M,,,405999,,,,,4926,,,2016-11-08T05:25:34.057249
J000098,William Pat Jennings,Democrat,rep,VA,9,,,8,59.87,1955-01-05 00:00:00,1967-01-03 00:00:00,William,Pat,Jennings,1919-08-20,M,,,406000,,,,,4927,,,2016-11-08T05:25:34.057249
J000099,John Wilson Jenrette,Democrat,rep,SC,6,,,2,39.81,1975-01-14 00:00:00,1981-01-03 00:00:00,John,Wilson,Jenrette,1936-05-19,M,,00596,406001,,,,,14241,,,2016-11-08T05:25:34.057249
J000100,Benton Franklin Jensen,Republican,rep,IA,7,,,22,75.86,1939-01-03 00:00:00,1965-01-03 00:00:00,Benton,Franklin,Jensen,1892-12-16,M,,,406002,,,,,4928,,,2016-11-08T05:25:34.057249
J000101,Roger William Jepsen,Republican,sen,IA,,2,,0,37.84,1979-01-15 00:00:00,1985-01-03 00:00:00,Roger,William,Jepsen,1928-12-23,M,,01372,406003,,,,,14707,,,2016-11-08T05:25:34.057249
J000102,Thomas Marion Jett,Democrat,rep,IL,18,,,2,116.98,1897-03-15 00:00:00,1903-03-03 00:00:00,Thomas,Marion,Jett,1862-05-01,M,,,406004,,,,,4929,,,2016-11-08T05:25:34.057249
J000103,Daniel Tarbox Jewett,Republican,sen,MO,,3,,0,146.95,1870-01-01 00:00:00,1871-12-31 00:00:00,Daniel,Tarbox,Jewett,1807-09-14,M,,,406005,,,,,4930,,,2016-11-08T05:25:34.057249
J000104,Freeborn Garrettson Jewett,Jackson,rep,NY,23,,,0,185.05,1831-12-05 00:00:00,1833-03-03 00:00:00,Freeborn,Garrettson,Jewett,1791-08-04,M,,,406006,,,,,4931,,,2016-11-08T05:25:34.057249
J000105,Hugh Judge Jewett,Democrat,rep,OH,12,,,0,143.03,1873-12-01 00:00:00,1875-03-03 00:00:00,Hugh,Judge,Jewett,1817-07-01,M,,,406007,,,,,4932,,,2016-11-08T05:25:34.057249
J000106,Joshua Husband Jewett,Democrat,rep,KY,5,,,0,159.03,1855-12-03 00:00:00,1859-03-03 00:00:00,Joshua,Husband,Jewett,1815-09-30,M,,,406008,,,,,4933,,,2016-11-08T05:25:34.057249
J000107,Luther Jewett,Federalist,rep,VT,0,,,0,201.07,1815-12-04 00:00:00,1817-03-03 00:00:00,Luther,,Jewett,1772-12-24,M,,,406009,,,,,4934,,,2016-11-08T05:25:34.057249
J000108,Charles Samuel Joelson,Democrat,rep,NJ,8,,,6,53.86,1961-01-03 00:00:00,1971-01-03 00:00:00,Charles,Samuel,Joelson,1916-01-27,M,,,406010,,,,,10529,,,2016-11-08T05:25:34.057249
J000109,August Edgar Johansen,Republican,rep,MI,3,,,6,59.86,1955-01-05 00:00:00,1965-01-03 00:00:00,August,Edgar,Johansen,1905-07-21,M,,,406011,,,,,4935,,,2016-11-08T05:25:34.057249
J000110,Christopher John,Democrat,rep,LA,7,,,4,17.83,1997-01-07 00:00:00,2005-01-03 00:00:00,Christopher,,John,1960-01-05,M,Roman Catholic,01495,400203,N00008038,,,,29727,,,2016-11-08T05:25:34.057249
J000111,Joshua Leroy Johns,Republican,rep,WI,8,,,0,75.9,1939-01-03 00:00:00,1943-01-03 00:00:00,Joshua,Leroy,Johns,1881-02-27,M,,,406012,,,,,4936,,,2016-11-08T05:25:34.057249
J000112,Kensey Johns,,rep,DE,0,,,0,187.05,1827-12-03 00:00:00,1831-03-03 00:00:00,Kensey,,Johns,1791-12-10,M,,,406013,,,,,4937,,,2016-11-08T05:25:34.057249
J000113,Adna Romulus Johnson,Republican,rep,OH,10,,,0,107.73,1909-03-15 00:00:00,1911-03-03 00:00:00,Adna,Romulus,Johnson,1860-12-14,M,,,406014,,,,,4938,,,2016-11-08T05:25:34.057249
J000114,Albert Johnson,Republican,rep,WA,3,,,16,97.46,1913-04-07 00:00:00,1933-03-03 00:00:00,Albert,,Johnson,1869-03-05,M,,,406015,,,,,4939,,,2016-11-08T05:25:34.057249
J000115,Albert Walter Johnson,Republican,rep,PA,23,,,10,51.77,1963-01-09 00:00:00,1977-01-03 00:00:00,Albert,Walter,Johnson,1906-04-17,M,,00597,406016,,,,,10598,,,2016-11-08T05:25:34.057249
J000116,Andrew Johnson,Democrat,sen,TN,,1,,10,147.26,1843-12-04 00:00:00,1875-12-31 00:00:00,Andrew,,Johnson,1808-12-29,M,,,406017,,,,,4940,,,2016-11-08T05:25:34.057249
J000117,Anton Joseph Johnson,Republican,rep,IL,14,,,6,75.89,1939-01-03 00:00:00,1949-01-03 00:00:00,Anton,Joseph,Johnson,1878-10-20,M,,,406018,,,,,4941,,,2016-11-08T05:25:34.057249
J000118,Ben Johnson,Democrat,rep,KY,4,,,16,104.87,1907-12-02 00:00:00,1927-03-04 00:00:00,Ben,,Johnson,1858-05-20,M,,,406019,,,,,4942,,,2016-11-08T05:25:34.057249
J000119,Byron Lindberg Johnson,Democrat,rep,CO,2,,,0,57.88,1959-01-07 00:00:00,1961-01-03 00:00:00,Byron,Lindberg,Johnson,1917-10-12,M,,,406020,,,,,4943,,,2016-11-08T05:25:34.057249
J000120,Clete Donald Johnson,Democrat,rep,GA,10,,,0,23.86,1993-01-05 00:00:00,1995-01-03 00:00:00,Clete,Donald,Johnson,1948-01-30,M,,00598,406024,,,,,29343,,,2016-11-08T05:25:34.057249
J000121,Calvin Dean Johnson,Republican,rep,IL,22,,,0,73.89,1943-01-06 00:00:00,1945-01-03 00:00:00,Calvin,Dean,Johnson,1898-11-22,M,,,406021,,,,,4944,,,2016-11-08T05:25:34.057249
J000122,Cave Johnson,Democrat,rep,TN,9,,,10,179.27,1829-12-07 00:00:00,1845-03-03 00:00:00,Cave,,Johnson,1793-01-11,M,,,406022,,,,,4945,,,2016-11-08T05:25:34.057249
J000123,Charles Johnson,Republican,rep,NC,8,,,0,215.07,1801-12-07 00:00:00,1803-03-03 00:00:00,Charles,,Johnson,,M,,,412057,,,,,4946,,,2016-11-08T05:25:34.057249
J000124,Charles Fletcher Johnson,Democrat,sen,ME,,1,,0,105.67,1911-04-04 00:00:00,1917-03-03 00:00:00,Charles,Fletcher,Johnson,1859-02-14,M,,,406023,,,,,4947,,,2016-11-08T05:25:34.057249
J000125,Dewey William Johnson,Farmer-Labor,rep,MN,5,,,0,79.9,1937-01-05 00:00:00,1939-01-03 00:00:00,Dewey,William,Johnson,1899-03-14,M,,,406025,,,,,4948,,,2016-11-08T05:25:34.057249
J000126,Eddie Bernice Johnson,Democrat,rep,TX,30,,,20,21.8,1993-01-05 00:00:00,2017-01-03 00:00:00,Eddie,Bernice,Johnson,1935-12-03,F,Baptist,00599,400204,N00008122,,27098,23352,39305,H2TX00015,H2TX00015,2016-11-08T05:25:34.057249
J000127,Edwin Carl Johnson,Democrat,sen,CO,,2,,2,73.89,1937-01-05 00:00:00,1955-01-03 00:00:00,Edwin,Carl,Johnson,1884-01-01,M,,,406026,,,,,4949,,,2016-11-08T05:25:34.057249
J000128,Edwin Stockton Johnson,Democrat,sen,SD,,3,,0,100.99,1915-12-06 00:00:00,1921-03-03 00:00:00,Edwin,Stockton,Johnson,1857-02-26,M,,,406027,,,,,4950,,,2016-11-08T05:25:34.057249
J000129,Francis Johnson,Adams,rep,KY,10,,,4,193.54,1819-12-06 00:00:00,1827-03-03 00:00:00,Francis,,Johnson,1776-06-19,M,,,406028,,,,,4951,,,2016-11-08T05:25:34.057249
J000130,Fred Gustus Johnson,Republican,rep,NE,5,,,0,87.63,1929-04-15 00:00:00,1931-03-03 00:00:00,Fred,Gustus,Johnson,1876-10-16,M,,,406029,,,,,4953,,,2016-11-08T05:25:34.057249
J000131,Frederick Avery Johnson,Republican,rep,NY,21,,,0,131.01,1883-12-03 00:00:00,1887-03-03 00:00:00,Frederick,Avery,Johnson,1833-01-02,M,,,406030,,,,,4952,,,2016-11-08T05:25:34.057249
J000132,George William Johnson,Democrat,rep,WV,4,,,8,82.97,1923-12-03 00:00:00,1943-01-03 00:00:00,George,William,Johnson,1869-11-10,M,,,406031,,,,,4954,,,2016-11-08T05:25:34.057249
J000133,Glen Dale Johnson,Democrat,rep,OK,4,,,0,69.9,1947-01-03 00:00:00,1949-01-03 00:00:00,Glen,Dale,Johnson,1911-09-11,M,,,406032,,,,,4955,,,2016-11-08T05:25:34.057249
J000134,Grove Lawrence Johnson,Republican,rep,CA,2,,,0,121.02,1895-12-02 00:00:00,1897-03-03 00:00:00,Grove,Lawrence,Johnson,1841-03-27,M,,,406033,,,,,4956,,,2016-11-08T05:25:34.057249
J000135,Harold Terry Johnson,Democrat,rep,CA,1,,,18,55.73,1959-01-07 00:00:00,1981-01-03 00:00:00,Harold,Terry,Johnson,1907-12-02,M,,00600,406034,,,,,4957,,,2016-11-08T05:25:34.057249
J000136,Harvey Hull Johnson,Democrat,rep,OH,14,,,0,163.04,1853-12-05 00:00:00,1855-03-03 00:00:00,Harvey,Hull,Johnson,1808-09-07,M,,,406035,,,,,4958,,,2016-11-08T05:25:34.057249
J000137,Henry Johnson,Whig,sen,LA,,3,,8,181.88,1818-01-01 00:00:00,1849-03-03 00:00:00,Henry,,Johnson,1783-09-14,M,,,406036,,,,,4959,,,2016-11-08T05:25:34.057249
J000138,Henry Underwood Johnson,Republican,rep,IN,6,,,4,122.54,1891-12-07 00:00:00,1899-03-03 00:00:00,Henry,Underwood,Johnson,1850-10-28,M,,,406037,,,,,4960,,,2016-11-08T05:25:34.057249
J000139,Herschel Vespasian Johnson,Democrat,sen,GA,,3,,0,168.97,1848-01-01 00:00:00,1849-03-03 00:00:00,Herschel,Vespasian,Johnson,1812-09-18,M,,,406038,,,,,4961,,,2016-11-08T05:25:34.057249
J000140,Hiram Warren Johnson,Republican,sen,CA,,1,,6,92.79,1917-04-02 00:00:00,1945-12-31 00:00:00,Hiram,Warren,Johnson,1866-09-02,M,,,406039,,,,,4962,,,2016-11-08T05:25:34.057249
J000141,Jacob Johnson,Republican,rep,UT,-1,,,0,103.66,1913-04-07 00:00:00,1915-03-03 00:00:00,Jacob,,Johnson,1847-11-01,M,,,406040,,,,,4963,,,2016-11-08T05:25:34.057249
J000142,James Johnson,Republican,rep,VA,20,,,4,200.08,1813-05-24 00:00:00,1821-03-03 00:00:00,James,,Johnson,,M,,,412058,,,,,4964,,,2016-11-08T05:25:34.057249
J000143,James Johnson,Jackson,rep,KY,5,,,0,191.05,1825-12-05 00:00:00,1827-03-03 00:00:00,James,,Johnson,1774-01-01,M,,,406041,,,,,4965,,,2016-11-08T05:25:34.057249
J000144,James Johnson,Unionist,rep,GA,2,,,0,165.05,1851-12-01 00:00:00,1853-03-03 00:00:00,James,,Johnson,1811-02-12,M,,,406042,,,,,4966,,,2016-11-08T05:25:34.057249
J000145,James Augustus Johnson,Democrat,rep,CA,3,,,0,147.78,1867-03-04 00:00:00,1871-03-03 00:00:00,James,Augustus,Johnson,1829-05-16,M,,,406043,,,,,4967,,,2016-11-08T05:25:34.057249
J000146,James Hutchins Johnson,Democrat,rep,NH,4,,,0,169.04,1845-12-01 00:00:00,1849-03-03 00:00:00,James,Hutchins,Johnson,1802-06-03,M,,,406044,,,,,4968,,,2016-11-08T05:25:34.057249
J000147,James Leeper Johnson,Whig,rep,KY,2,,,0,167.04,1849-12-03 00:00:00,1851-03-03 00:00:00,James,Leeper,Johnson,1818-10-30,M,,,406045,,,,,4969,,,2016-11-08T05:25:34.057249
J000148,James Paul Johnson,Republican,rep,CO,4,,,4,41.81,1973-01-03 00:00:00,1981-01-03 00:00:00,James,Paul,Johnson,1930-06-02,M,,00601,406046,,,,,14025,,,2016-11-08T05:25:34.057249
J000149,Jay W. Johnson,Democrat,rep,WI,8,,,0,19.85,1997-01-07 00:00:00,1999-01-03 00:00:00,Jay,W.,Johnson,1943-09-30,M,,01496,406047,,,,,29770,,,2016-11-08T05:25:34.057249
J000150,Jed Joseph Johnson,Democrat,rep,OK,6,,,16,86.08,1927-12-05 00:00:00,1947-01-03 00:00:00,Jed,Joseph,Johnson,1888-07-31,M,,,406048,,,,,4970,,,2016-11-08T05:25:34.057249
J000151,Jed Joseph Johnson,Democrat,rep,OK,6,,,0,51.88,1965-01-04 00:00:00,1967-01-03 00:00:00,Jed,Joseph,Johnson,1939-12-27,M,,,406049,,,,,10743,,,2016-11-08T05:25:34.057249
J000152,Jeromus Johnson,Jackson,rep,NY,3,,,0,189.06,1825-12-05 00:00:00,1829-03-03 00:00:00,Jeromus,,Johnson,1775-11-02,M,,,406050,,,,,4971,,,2016-11-08T05:25:34.057249
J000153,John Johnson,Ind. Democrat,rep,OH,16,,,0,165.05,1851-12-01 00:00:00,1853-03-03 00:00:00,John,,Johnson,,M,,,406051,,,,,4972,,,2016-11-08T05:25:34.057249
J000154,John Telemachus Johnson,,rep,KY,5,,,0,193.07,1821-12-03 00:00:00,1825-03-03 00:00:00,John,Telemachus,Johnson,1788-10-05,M,,,406052,,,,,4973,,,2016-11-08T05:25:34.057249
J000155,Joseph Johnson,Democrat,rep,VA,14,,,10,177.52,1823-12-01 00:00:00,1847-03-03 00:00:00,Joseph,,Johnson,1785-12-19,M,,,406053,,,,,4974,,,2016-11-08T05:25:34.057249
J000156,Joseph Travis Johnson,Democrat,rep,SC,4,,,12,109.94,1901-12-02 00:00:00,1917-03-03 00:00:00,Joseph,Travis,Johnson,1858-02-28,M,,,406054,,,,,4975,,,2016-11-08T05:25:34.057249
J000157,Justin Leroy Johnson,Republican,rep,CA,11,,,10,71.88,1943-01-06 00:00:00,1957-01-03 00:00:00,Justin,Leroy,Johnson,1888-04-08,M,,,406055,,,,,4976,,,2016-11-08T05:25:34.057249
J000158,Lester Roland Johnson,Democrat,rep,WI,9,,,8,61.86,1953-01-03 00:00:00,1965-01-03 00:00:00,Lester,Roland,Johnson,1901-06-16,M,,,406056,,,,,4977,,,2016-11-08T05:25:34.057249
J000159,Luther Alexander Johnson,Democrat,rep,TX,6,,,20,88.57,1923-12-03 00:00:00,1947-01-03 00:00:00,Luther,Alexander,Johnson,1875-10-29,M,,,406057,,,,,4978,,,2016-11-08T05:25:34.057249
J000160,Lyndon Baines Johnson,Democrat,sen,TX,,2,,12,73.88,1937-01-05 00:00:00,1961-01-03 00:00:00,Lyndon,Baines,Johnson,1908-08-27,M,,,406058,,,,,4979,,,2016-11-08T05:25:34.057249
J000161,Magnus Johnson,Farmer-Labor,rep,MN,-1,,,0,83.73,1923-12-03 00:00:00,1935-01-03 00:00:00,Magnus,,Johnson,1871-09-19,M,,,406059,,,,,4980,,,2016-11-08T05:25:34.057249
J000162,Martin Nelson Johnson,Republican,sen,ND,,3,,6,111.79,1891-12-07 00:00:00,1909-12-31 00:00:00,Martin,Nelson,Johnson,1850-03-03,M,,,406060,,,,,4981,,,2016-11-08T05:25:34.057249
J000163,Nancy Lee Johnson,Republican,rep,CT,5,,,20,31.83,1983-01-03 00:00:00,2007-01-03 00:00:00,Nancy,Lee,Johnson,1935-01-05,F,Unitarian Universalist,00602,400205,N00000561,,,,15028,,,2016-11-08T05:25:34.057249
J000164,Noadiah Johnson,Jackson,rep,NY,20,,,0,183.06,1833-12-02 00:00:00,1835-03-03 00:00:00,Noadiah,,Johnson,,M,,,406061,,,,,4982,,,2016-11-08T05:25:34.057249
J000165,Noble Jacob Johnson,Republican,rep,IN,6,,,12,80.26,1925-12-07 00:00:00,1949-01-03 00:00:00,Noble,Jacob,Johnson,1887-08-23,M,,,406062,,,,,4983,,,2016-11-08T05:25:34.057249
J000166,Paul Burney Johnson,Democrat,rep,MS,6,,,0,95.64,1919-05-19 00:00:00,1923-03-03 00:00:00,Paul,Burney,Johnson,1880-03-23,M,,,406063,,,,,4984,,,2016-11-08T05:25:34.057249
J000167,Perley Brown Johnson,Whig,rep,OH,13,,,0,173.05,1843-12-04 00:00:00,1845-03-03 00:00:00,Perley,Brown,Johnson,1798-09-08,M,,,406064,,,,,4985,,,2016-11-08T05:25:34.057249
J000168,Philip Johnson,Democrat,rep,PA,11,,,2,152.69,1861-07-04 00:00:00,1867-03-03 00:00:00,Philip,,Johnson,1818-01-17,M,,,406065,,,,,4986,,,2016-11-08T05:25:34.057249
J000169,Reverdy Johnson,Democrat,sen,MD,,1,,0,153.02,1845-12-01 00:00:00,1869-03-03 00:00:00,Reverdy,,Johnson,1796-05-21,M,,,406066,,,,,4987,,,2016-11-08T05:25:34.057249
J000170,Richard Mentor Johnson,Jackson,rep,KY,13,,,20,200.76,1807-10-26 00:00:00,1837-03-03 00:00:00,Richard,Mentor,Johnson,1780-10-17,M,,,406067,,,,,4988,,,2016-11-08T05:25:34.057249
J000171,Robert Davis Johnson,Democrat,rep,MO,7,,,0,84.98,1931-12-07 00:00:00,1933-03-03 00:00:00,Robert,Davis,Johnson,1883-08-12,M,,,406068,,,,,4989,,,2016-11-08T05:25:34.057249
J000172,Robert Ward Johnson,Democrat,sen,AR,,3,,6,164.78,1847-12-06 00:00:00,1861-03-03 00:00:00,Robert,Ward,Johnson,1814-07-22,M,,,406069,,,,,4990,,,2016-11-08T05:25:34.057249
J000173,Royal Cleaves Johnson,Republican,rep,SD,2,,,14,95.56,1915-12-06 00:00:00,1933-03-03 00:00:00,Royal,Cleaves,Johnson,1882-10-03,M,,,406070,,,,,4991,,,2016-11-08T05:25:34.057249
J000174,Sam Johnson,Republican,rep,TX,3,,,22,23.8,1991-01-03 00:00:00,2017-01-03 00:00:00,Sam,Robert,Johnson,1930-10-11,M,Methodist,00603,400206,N00008028,,27079,18711,29143,H2TX03118,H2TX03118,2016-11-08T05:25:34.057249
J000176,Thomas Francis Johnson,Democrat,rep,MD,1,,,0,55.88,1959-01-07 00:00:00,1963-01-03 00:00:00,Thomas,Francis,Johnson,1909-06-26,M,,,406072,,,,,4993,,,2016-11-08T05:25:34.057249
J000177,Tim Johnson,Democrat,sen,SD,,2,senior,12,23.83,1987-01-06 00:00:00,2015-01-03 00:00:00,Tim,P.,Johnson,1946-12-28,M,Lutheran,00604,300058,N00010084,S257,27067,2545,15425,S6SD00051;H6SD00044,S6SD00051,2016-11-08T05:25:34.057249
J000178,Tom Loftin Johnson,Democrat,rep,OH,21,,,0,123.34,1891-12-07 00:00:00,1895-03-03 00:00:00,Tom,Loftin,Johnson,1854-07-18,M,,,406073,,,,,4994,,,2016-11-08T05:25:34.057249
J000179,Waldo Porter Johnson,Democrat,sen,MO,,3,,0,155.45,1861-07-04 00:00:00,1863-03-03 00:00:00,Waldo,Porter,Johnson,1817-09-16,M,,,406074,,,,,4995,,,2016-11-08T05:25:34.057249
J000180,William Cost Johnson,Whig,rep,MD,5,,,4,178.3,1833-12-02 00:00:00,1843-03-03 00:00:00,William,Cost,Johnson,1806-01-14,M,,,406075,,,,,4996,,,2016-11-08T05:25:34.057249
J000181,William Richard Johnson,Republican,rep,IL,13,,,4,87.46,1925-12-07 00:00:00,1933-03-03 00:00:00,William,Richard,Johnson,1875-05-15,M,,,406076,,,,,4997,,,2016-11-08T05:25:34.057249
J000182,William Samuel Johnson,Pro-Administration,sen,CT,,3,,0,227.83,1789-03-04 00:00:00,1791-12-31 00:00:00,William,Samuel,Johnson,1727-10-07,M,,,406077,,,,,4998,,,2016-11-08T05:25:34.057249
J000183,William Ward Johnson,Republican,rep,CA,18,,,0,73.89,1941-01-03 00:00:00,1945-01-03 00:00:00,William,Ward,Johnson,1892-03-09,M,,,406078,,,,,4999,,,2016-11-08T05:25:34.057249
J000184,Charles Johnston,Whig,rep,NY,5,,,0,177.05,1839-12-02 00:00:00,1841-03-03 00:00:00,Charles,,Johnston,1793-02-14,M,,,406079,,,,,5000,,,2016-11-08T05:25:34.057249
J000185,Charles Clement Johnston,Jackson,rep,VA,22,,,0,185.05,1831-12-05 00:00:00,1833-03-03 00:00:00,Charles,Clement,Johnston,1795-04-30,M,,,406080,,,,,5001,,,2016-11-08T05:25:34.057249
J000186,David Emmons Johnston,Democrat,rep,WV,3,,,0,117.01,1899-12-04 00:00:00,1901-03-03 00:00:00,David,Emmons,Johnston,1845-04-10,M,,,406081,,,,,5002,,,2016-11-08T05:25:34.057249
J000187,Harry A. Johnston,Democrat,rep,FL,19,,,4,25.86,1989-01-03 00:00:00,1997-01-03 00:00:00,Harry,A.,Johnston,1931-12-02,M,,00606,406082,,,,,15609,,,2016-11-08T05:25:34.057249
J000188,James Thomas Johnston,Republican,rep,IN,8,,,0,129.01,1885-12-07 00:00:00,1889-03-03 00:00:00,James,Thomas,Johnston,1839-01-19,M,,,406083,,,,,5003,,,2016-11-08T05:25:34.057249
J000189,John Bennett Johnston,Democrat,sen,LA,,2,,4,38.85,1972-01-01 00:00:00,1997-01-03 00:00:00,John,Bennett,Johnston,1932-06-10,M,,01373,406084,,S054,,,14107,,,2016-11-08T05:25:34.057249
J000190,John Brown Johnston,Democrat,rep,NY,5,,,0,97.54,1919-05-19 00:00:00,1921-03-03 00:00:00,John,Brown,Johnston,1882-07-10,M,,,406085,,,,,5004,,,2016-11-08T05:25:34.057249
J000191,John Warfield Johnston,Democrat,sen,VA,,2,,0,139.16,1870-01-01 00:00:00,1883-03-03 00:00:00,John,Warfield,Johnston,1818-09-09,M,,,406086,,,,,5005,,,2016-11-08T05:25:34.057249
J000192,Joseph Eggleston Johnston,Democrat,rep,VA,3,,,0,137.74,1879-03-18 00:00:00,1881-03-03 00:00:00,Joseph,Eggleston,Johnston,1807-02-03,M,,,406087,,,,,5006,,,2016-11-08T05:25:34.057249
J000193,Joseph Forney Johnston,Democrat,sen,AL,,3,,0,107.73,1907-12-02 00:00:00,1913-12-31 00:00:00,Joseph,Forney,Johnston,1843-03-23,M,,,406088,,,,,5007,,,2016-11-08T05:25:34.057249
J000194,Josiah Stoddard Johnston,,sen,LA,,3,,2,186.3,1821-12-03 00:00:00,1833-12-31 00:00:00,Josiah,Stoddard,Johnston,1784-11-24,M,,,406089,,,,,5008,,,2016-11-08T05:25:34.057249
J000195,Olin DeWitt Talmadge Johnston,Democrat,sen,SC,,3,,4,65.88,1945-01-03 00:00:00,1965-12-31 00:00:00,Olin,DeWitt Talmadge,Johnston,1896-11-18,M,,,406090,,,,,5009,,,2016-11-08T05:25:34.057249
J000196,Rienzi Melville Johnston,Democrat,sen,TX,,2,,0,103.66,1913-04-07 00:00:00,1913-12-31 00:00:00,Rienzi,Melville,Johnston,1849-09-09,M,,,406091,,,,,5010,,,2016-11-08T05:25:34.057249
J000197,Rowland Louis Johnston,Republican,rep,MO,16,,,0,87.63,1929-04-15 00:00:00,1931-03-03 00:00:00,Rowland,Louis,Johnston,1872-04-23,M,,,406092,,,,,5011,,,2016-11-08T05:25:34.057249
J000198,Samuel Johnston,Pro-Administration,sen,NC,,2,,0,227.83,1789-03-04 00:00:00,1793-03-03 00:00:00,Samuel,,Johnston,1733-12-15,M,,,406093,,,,,5012,,,2016-11-08T05:25:34.057249
J000199,Thomas Dillard Johnston,Democrat,rep,NC,9,,,0,129.01,1885-12-07 00:00:00,1889-03-03 00:00:00,Thomas,Dillard,Johnston,1840-04-01,M,,,406094,,,,,5013,,,2016-11-08T05:25:34.057249
J000200,Walter Eugene Johnston,Republican,rep,NC,6,,,0,35.87,1981-01-05 00:00:00,1983-01-03 00:00:00,Walter,Eugene,Johnston,1936-03-03,M,,00605,406095,,,,,14836,,,2016-11-08T05:25:34.057249
J000201,William Johnston,Democrat,rep,OH,8,,,0,153.02,1863-12-07 00:00:00,1865-03-03 00:00:00,William,,Johnston,,M,,,406096,,,,,5014,,,2016-11-08T05:25:34.057249
J000202,George Johnstone,Democrat,rep,SC,3,,,0,125.01,1891-12-07 00:00:00,1893-03-03 00:00:00,George,,Johnstone,1846-04-18,M,,,406097,,,,,5015,,,2016-11-08T05:25:34.057249
J000203,John Lawlor Jolley,Republican,rep,SD,-1,,,0,125.01,1891-12-07 00:00:00,1893-03-03 00:00:00,John,Lawlor,Jolley,1840-07-14,M,,,406098,,,,,5016,,,2016-11-08T05:25:34.057249
J000204,Benjamin Franklin Jonas,Democrat,sen,LA,,3,,0,137.74,1879-03-18 00:00:00,1885-03-03 00:00:00,Benjamin,Franklin,Jonas,1834-07-19,M,,,406099,,,,,5017,,,2016-11-08T05:25:34.057249
J000205,Charles Andrew Jonas,Republican,rep,NC,9,,,0,87.63,1929-04-15 00:00:00,1931-03-03 00:00:00,Charles,Andrew,Jonas,1876-08-14,M,,,406100,,,,,5018,,,2016-11-08T05:25:34.057249
J000206,Charles Raper Jonas,Republican,rep,NC,9,,,16,61.79,1953-01-03 00:00:00,1973-01-03 00:00:00,Charles,Raper,Jonas,1904-12-09,M,,,406101,,,,,5019,,,2016-11-08T05:25:34.057249
J000207,Edgar Allan Jonas,Republican,rep,IL,12,,,2,65.89,1949-01-03 00:00:00,1955-01-03 00:00:00,Edgar,Allan,Jonas,1885-10-14,M,,,406102,,,,,5020,,,2016-11-08T05:25:34.057249
J000208,Alexander Hamilton Jones,Republican,rep,NC,7,,,2,149.02,1865-12-04 00:00:00,1871-03-03 00:00:00,Alexander,Hamilton,Jones,1822-07-21,M,,,406103,,,,,5021,,,2016-11-08T05:25:34.057249
J000210,Andrieus Aristieus Jones,Democrat,sen,NM,,1,,0,93.0,1917-04-02 00:00:00,1927-12-31 00:00:00,Andrieus,Aristieus,Jones,1862-05-16,M,,,406105,,,,,5023,,,2016-11-08T05:25:34.057249
J000211,Ben Jones,Democrat,rep,GA,4,,,0,25.87,1989-01-03 00:00:00,1993-01-03 00:00:00,Ben,,Jones,1941-08-30,M,,00607,406106,,,,,95120,,,2016-11-08T05:25:34.057249
J000212,Benjamin Jones,Jackson,rep,OH,18,,,0,181.04,1833-12-02 00:00:00,1837-03-03 00:00:00,Benjamin,,Jones,1787-04-13,M,,,406107,,,,,5024,,,2016-11-08T05:25:34.057249
J000213,Burr W. Jones,Democrat,rep,WI,3,,,0,133.02,1883-12-03 00:00:00,1885-03-03 00:00:00,Burr,W.,Jones,1846-03-09,M,,,406108,,,,,5025,,,2016-11-08T05:25:34.057249
J000214,Charles William Jones,Democrat,sen,FL,,1,,0,135.02,1875-12-06 00:00:00,1887-03-03 00:00:00,Charles,William,Jones,1834-12-24,M,,,406109,,,,,5026,,,2016-11-08T05:25:34.057249
J000215,Daniel Terryll Jones,Democrat,rep,NY,24,,,0,163.04,1851-12-01 00:00:00,1855-03-03 00:00:00,Daniel,Terryll,Jones,1800-08-17,M,,,406110,,,,,5027,,,2016-11-08T05:25:34.057249
J000216,Ed Jones,Democrat,rep,TN,8,,,16,45.75,1969-01-03 00:00:00,1989-01-03 00:00:00,Ed,,Jones,1912-04-20,M,,00608,406111,,,,,12038,,,2016-11-08T05:25:34.057249
J000217,Evan John Jones,Republican,rep,PA,21,,,0,95.64,1919-05-19 00:00:00,1923-03-03 00:00:00,Evan,John,Jones,1872-10-23,M,,,406112,,,,,5028,,,2016-11-08T05:25:34.057249
J000218,Francis Jones,Republican,rep,TN,3,,,2,196.32,1817-12-01 00:00:00,1823-03-03 00:00:00,Francis,,Jones,,M,,,412059,,,,,5029,,,2016-11-08T05:25:34.057249
J000219,Frank Jones,Democrat,rep,NH,1,,,0,139.16,1875-12-06 00:00:00,1879-03-03 00:00:00,Frank,,Jones,1832-09-15,M,,,406113,,,,,5030,,,2016-11-08T05:25:34.057249
